Timestamp,"Do you want to be consider to win ₦2,000  airtime",Which of the following age groups do you fall into?,What is your marital status? ,What is your highest level of education?,Which one of the following best describes your current employment status?,Which of these range of monthly income do you belong?,Who in your household is responsible for the financial decisions?,"Do you have any dependents? By ‘dependent’, we mean ‘financially dependent’.","In terms of the property you live in, do you?",Where do you live?,What are your short-term financial goals (i.e. over the next two years)? Select all that apply,"Are you involved in informal money handling groups (e.g. informal savings groups, ajo, group lending)?",Have you ever taken out a loan?,Which of the following lending institutions are you aware of?,Which of the following have you taken a loan from?,What are the main reasons that would make you take out a loan?,What loan are you most likely to use for starting a new business?,Which of the following is the single biggest challenge when taking out a loan?,What data will you be willing to give out for credit scoring as part of your loan application process?,What are your biggest barriers to taking a loan?,What are the three most important qualities you look out for in a lender?,What is your preferred channel for taking out a loan?,"When thinking of lenders in Nigeria, which brand comes to mind first?",What are the main avenues you use to decide on which lender to go for?,What is your gender?,Identifier
44779.70042,Yes,25 - 34,Single,University education,Part-time employed,"N50,000 - N100,000",My parents make the decision,None,Live with parents or guardian,South West,"To grow my current business, To secure my finances",No,Yes,"Commercial Banks, Money Lenders, Digital Lenders","Finance Houses, Digital Lenders","To pay for a medical need, To pay for school fees",Formal loan from a commercial bank,"Onboarding process, The risk of getting into debt, Getting approval for the loan","Home address, Salary details, Bank statement, Guarantor details","Lack of knowledge, e.g. I don’t know how to, Fear of debt, Fear of not having money to repay the loan","Speed, Financial stability, Security, trust, and discretion",Mobile app,Irorun,Face to face,Male,0010hrn
44779.80581,Yes,25 - 34,Single,University education,Self-employed,"N100,000 - N300,000",Myself only,Other dependents (other than those listed above),Rent the property,South West,"To grow my current business, To increase the number of personal assets I own, To be able to invest, To invest more than I am already investing, To generate multiple sources of income, To secure my finances",Yes,Yes,"Commercial Banks, Money Lenders, Microfinance Banks, Informal Lenders (Ajo, Corporative), Digital Lenders","Commercial Banks, Digital Lenders, Informal Lenders (Ajo, Corporative)","To expand your current business, Buying a car","Micro financing, Digital lenders","High interest rates, The risk of getting into debt, Getting approval for the loan","Home address, Work information, Salary details, Bank statement, Guarantor details","The instability of the economy, Lack of the requirements to take out loan, Fear of not having money to repay the loan","Speed, Interest rates, Security, trust, and discretion",Mobile app,Carbon,"Word of mouth referrals, Social media",Male,cyqvuey4l5
44780.47421,Yes,18 - 24,Single,University education,Self-employed,"N0 - N50,000",Myself only,None,Own the property,South West,To grow my current business,No,Yes,"Commercial Banks, Money Lenders, Microfinance Banks, Digital Lenders",Microfinance Banks,"To pay for school fees, To expand your current business",Digital lenders,High interest rates,Bank statement,"Fear of debt, Fear of being embarrassed by the lender","Interest rates, Fees and service charge, Brand of the lender, Security, trust, and discretion",Mobile app,Irorun ,Word of mouth referrals,Male,mfhmmr4
44781.45605,Yes,25 - 34,Single,University education,Full-time employed,"N100,000 - N300,000",Myself only,None,Rent the property,South West,"To have my own business, To increase the number of personal assets I own, To buy my first property, To generate multiple sources of income, To secure my finances, To leave Nigeria",No,Yes,Commercial Banks,Commercial Banks,"To meet a cash gap before next pay day, To pay for a medical need, To buy a phone or laptop, To start a new business, To expand your current business, Buying a car","Formal loan from a commercial bank, Micro financing","Onboarding process, Providing collateral, High interest rates, Getting approval for the loan","Home address, Work information, Salary details, Bank statement","The instability of the economy, Lack of the requirements to take out loan, Fear of being embarrassed by the lender, Fear of not having money to repay the loan","Speed, Interest rates, Financial stability, Security, trust, and discretion, Financial assistance and coaching",Website,lendsq,"Advertising, Social media",Male,keaq1hnrk9
44789.82295,Yes,25 - 34,Single,Post-graduate education,Student,"N100,000 - N300,000",Myself only,Children 18yrs and older,Own the property,South East,To have my own business,Yes,No,Money Lenders,Microfinance Banks,To pay for school fees,Micro financing,High interest rates,Home address,"Lack of knowledge, e.g. I don’t know how to",Brand of the lender,Mobile app,Carbon ,Social media,Male,1bjnlic
44785.76895,Yes,40 - 44,Married,University education,Self-employed,"N300,000 - N500,000",My partner is the decision maker,Children under the age of 18,Rent the property,Lagos,"To have my own business, To pay my rent, To generate multiple sources of income",No,No,"Commercial Banks, Money Lenders, Microfinance Banks, Digital Lenders",Digital Lenders,To start a new business,Digital lenders,Getting approval for the loan,"Home address, Guarantor details",Fear of debt,"Fees and service charge, Longevity in the market, Financial stability, Financial assistance and coaching",Mobile app,Branch,Social media,Female,73qaf0f
44780.8092,Yes,25 - 34,Single,University education,Full-time employed,"N300,000 - N500,000",Myself only,None,Rent the property,South South,To increase the number of personal assets I own,Yes,Yes,"Commercial Banks, Money Lenders, Microfinance Banks, Informal Lenders (Ajo, Corporative), Digital Lenders","Digital Lenders, Informal Lenders (Ajo, Corporative)",To meet a cash gap before next pay day,Family and friends,"Onboarding process, The risk of getting into debt","Home address, Work information, Salary details, Bank statement, Guarantor details",Fear of debt,"Speed, Digital onboarding and experience, Interest rates, Fees and service charge, Financial assistance and coaching",Mobile app,GT Bank,Social media,Male,jm03766
44779.6973,Yes,25 - 34,Married,University education,Full-time employed,"N100,000 - N300,000",Myself only,None,Rent the property,Lagos,To have my own business,No,Yes,Digital Lenders,Digital Lenders,To pay for a medical need,Formal loan from a commercial bank,High interest rates,Salary details,Fear of debt,"Speed, Digital onboarding and experience, Interest rates",Mobile app,Irorun,Word of mouth referrals,Male,zfbl21i
44784.33343,Yes,25 - 34,Married,University education,Self-employed,"N50,000 - N100,000",My partner and I make joint decisions,Partner/Spouse,Rent the property,Lagos,"To grow my current business, To be able to invest, To generate multiple sources of income",Yes,No,"Microfinance Banks, Informal Lenders (Ajo, Corporative)",None,To expand your current business,Micro financing,"High interest rates, The risk of getting into debt","Home address, Work information, Guarantor details",I don’t have a barrier,"Interest rates, Fees and service charge, Convenience and customer service, Security, trust, and discretion",Mobile app,I don’t know much about money lenders ,Social media,Female,0jfrcqh
44780.52413,Yes,18 - 24,Single,University education,Self-employed,"N0 - N50,000",Myself only,None,Live with parents or guardian,Lagos,To grow my current business,No,No,"Informal Lenders (Ajo, Corporative)",None,To expand your current business,Informal lenders,High interest rates,Guarantor details,I don’t have a barrier,"Interest rates, Convenience and customer service, Security, trust, and discretion",Website,Digital lender,Word of mouth referrals,Female,1mhicx5
44781.50444,Yes,50 - 54,Married,University education,Full-time employed,"N100,000 - N300,000",My partner plays a small role but it is mostly up to me,None,Own the property,Lagos,To grow my current business,Yes,Yes,Microfinance Banks,Microfinance Banks,To expand your current business,"Micro financing, Digital lenders",High interest rates,"Home address, Work information, Salary details, Bank statement",Lack of the requirements to take out loan,"Speed, Interest rates",Mobile app,Digital lending or micro finance ,Direct marketing,Male,kzy35p0
44780.70475,Yes,25 - 34,Single,Secondary education,Self-employed,"N0 - N50,000",Myself only,None,Rent the property,Lagos,To grow my current business,Yes,Yes,Money Lenders,Money Lenders,To pay for a medical need,Formal loan from a commercial bank,High interest rates,Home address,Fear of debt,"Interest rates, Convenience and customer service, Security, trust, and discretion",Mobile app,Carbon,Direct marketing,Male,tn0ne9s
44780.21877,Yes,40 - 44,Married,University education,Full-time employed,"N100,000 - N300,000",My partner and I make joint decisions,Children under the age of 18,Rent the property,South West,To increase the number of personal assets I own,Yes,Yes,"Commercial Banks, Microfinance Banks, Digital Lenders","Commercial Banks, Microfinance Banks","To pay for school fees, To start a new business","Formal loan from a commercial bank, Micro financing, Digital lenders","Providing collateral, High interest rates, Getting approval for the loan","Home address, Work information, Salary details, Bank statement, Guarantor details","Lack of the requirements to take out loan, Fear of being embarrassed by the lender","Interest rates, Fees and service charge, Brand of the lender, Convenience and customer service, Longevity in the market, Security, trust, and discretion",Mobile app,Commercial banks and Micro,"Advertising, Social media",Male,2s7l26reoi
44779.86249,Yes,25 - 34,Single,College education,Part-time employed,"N0 - N50,000",Myself only,Parents,Live with parents or guardian,Lagos,"To have my own business, To be able to invest, To generate multiple sources of income, To secure my finances",Yes,No,"Money Lenders, Microfinance Banks, Digital Lenders",Digital Lenders,To start a new business,Digital lenders,High interest rates,Bank statement,Lack of the requirements to take out loan,"Speed, Digital onboarding and experience, Interest rates",Website,Fairmoney,Face to face,Male,84fpwcl
44785.57447,Yes,18 - 24,Single,University education,Student,"N0 - N50,000",My parents make the decision,None,Live with parents or guardian,North Central,To grow my current business,Yes,Yes,Digital Lenders,Digital Lenders,To expand your current business,Digital lenders,Getting approval for the loan,Home address,I don’t have a barrier,"Agent-led onboarding, Brand of the lender, Convenience and customer service",Mobile app,LCredit ,Word of mouth referrals,Female,6dl08vsdk9
44780.43207,Yes,25 - 34,Single,Secondary education,Full-time employed,"N50,000 - N100,000",Myself only,None,Rent the property,Lagos,To generate multiple sources of income,No,Yes,Digital Lenders,Digital Lenders,Household,Formal loan from a commercial bank,High interest rates,"Home address, Work information, Bank statement, Guarantor details",Fear of debt,"Speed, Interest rates, Convenience and customer service",Website,Irorun,"Advertising, Direct marketing, Social media, Face to face",Male,6hf322e
